Car_Loan_Application_ID,Requested_Amount_In_INR,Age,Applicant_Postal_Code,Car_Fullname,Loan_Term,Applicant_State_Desc,Applicant_City_Desc,Car_Loan_Application_Creation_Date,Car_Type,Cibil_Score,Car_Loan_Disbursed,IRR
9134,450000,28.25,226001.0,Hyundai Verna Fluidic 1.4 Crdi Cx,60.0,Uttar Pradesh,Lucknow,2015-03-21 14:00:00,Mid-Size,801.0,Yes,14.03
9135,500000,25.2,226010.0,Tata Safari Storme 2.2 Vx 4X4,60.0,Uttar Pradesh,Lucknow,2015-03-21 18:40:00,MUV,-1.0,No,19.5
9136,350000,23.0,226002.0,Mahindra Xylo D2 Bs-Iv,36.0,Uttar Pradesh,Lucknow,2015-03-23 12:08:00,MUV,-1.0,No,15.3
9137,220000,39.1,226005.0,Tata Safari Storme 2.2 Vx 4X4,20.0,Uttar Pradesh,Lucknow,2015-03-23 13:15:00,MUV,664.0,No,19.6
9138,423000,32.11,226004.0,Ford Figo Duratorq Diesel Exi 1.4,36.0,Uttar Pradesh,Lucknow,2015-03-24 14:36:00,Compact,796.0,No,17.1
9139,150000,24.5,226024.0,Hyundai I20 Magna (O) 1.2,48.0,Uttar Pradesh,Lucknow,2015-03-24 16:02:00,Mid-Size,815.0,No,18.2
9140,300810,29.58,226004.0,Maruti Suzuki Wagon R 1.0 Vxi (Abs-Airbag),60.0,Uttar Pradesh,Lucknow,2015-03-25 13:13:00,Compact,803.0,No,16.5
9142,400000,29.5,227105.0,Toyota Innova 2013 2.5 Gx 7 Str Bs-Iv,36.0,Uttar Pradesh,Lucknow,2015-03-25 18:36:00,Mid-Size,-1.0,No,17.5
9143,410000,28.67,226005.0,Hyundai Verna Fluidic 1.4 Crdi Cx,48.0,Uttar Pradesh,Lucknow,2015-03-26 19:50:00,Mid-Size,-1.0,No,18.6
9145,235000,59.92,226002.0,Maruti Suzuki Wagon R 1.0 Lxi Cng,36.0,Uttar Pradesh,Lucknow,2015-03-27 18:46:00,Compact,824.0,No,23.9
9146,301000,26.75,226022.0,Ford Figo Duratorq Diesel Zxi 1.4,60.0,Uttar Pradesh,Lucknow,2015-03-28 19:19:00,Compact,778.0,No,16.4
9148,400000,27.4,226017.0,Tata Safari 4X2 Ex Dicor Bs-Iv,36.0,Uttar Pradesh,Lucknow,2015-04-06 17:11:00,MUV,-1.0,No,20.0
9150,210000,39.12,226005.0,Hyundai I20 Asta 1.4 Crdi,36.0,Uttar Pradesh,Lucknow,2015-04-07 18:49:00,Mid-Size,774.0,No,19.4
9151,300000,32.5,228002.0,Hyundai Verna Fluidic 1.6 Crdi Sx At,36.0,Uttar Pradesh,Lucknow,2015-04-08 18:35:00,Mid-Size,459.0,No,19.2
9152,180000,25.5,226001.0,Tata Indigo Ecs Ls Tdi Bs-Iii,36.0,Uttar Pradesh,Lucknow,2015-04-08 18:47:00,Mid-Size,771.0,No,15.4
9154,250000,27.25,226021.0,Tata Indigo Ecs Ls Tdi Bs-Iii,48.0,Uttar Pradesh,Lucknow,2015-04-09 18:04:00,Mid-Size,779.0,No,15.9
9155,800000,36.1,226001.0,Ssangyong Rexton Rx7,60.0,Uttar Pradesh,Lucknow,2015-04-10 12:53:00,SUV,-1.0,No,23.8
9157,500000,30.9,226003.0,Tata Safari Storme 2.2 Vx 4X4,36.0,Uttar Pradesh,Lucknow,2015-04-10 18:55:00,MUV,607.0,No,13.6
9158,298000,46.8,226024.0,Hyundai Eon D-Lite,60.0,Uttar Pradesh,Lucknow,2015-04-13 13:10:00,Compact,-1.0,Yes,17.42
9159,200000,57.6,226003.0,Hyundai I10 Magna 1.1 Lpg,36.0,Uttar Pradesh,Lucknow,2015-04-14 18:04:00,Compact,790.0,Yes,17.13
9160,400000,38.1,226016.0,Tata Indigo Ecs Vx Cr4 Bs-Iv,60.0,Uttar Pradesh,Lucknow,2015-04-15 17:50:00,Mid-Size,675.0,No,26.1
9161,376800,37.17,226022.0,Tata Indigo Ecs Ls Tdi Bs-Iii,60.0,Uttar Pradesh,Lucknow,2015-04-15 18:23:00,Mid-Size,734.0,Yes,16.45
9162,200000,28.7,226017.0,Maruti Suzuki Wagon R 1.0 Lxi Cng,60.0,Uttar Pradesh,Lucknow,2015-04-16 11:24:00,Compact,783.0,No,13.5
9163,150000,30.83,226001.0,Tata Indigo Ecs Ls Cr4 Bs-Iv,36.0,Uttar Pradesh,Lucknow,2015-04-16 16:24:00,Mid-Size,-1.0,Yes,17.38
9164,160000,40.33,226017.0,Hyundai Santro Xing Gls Lpg,36.0,Uttar Pradesh,Lucknow,2015-04-16 18:49:00,Compact,774.0,Yes,17.49
9165,200000,29.3,226002.0,Maruti Suzuki Alto 800 Vxi,36.0,Uttar Pradesh,Lucknow,2015-04-17 15:42:00,Compact,-1.0,No,21.1
9167,405000,62.9,225305.0,Hyundai I10 Magna 1.1 Lpg,36.0,Uttar Pradesh,Barabanki,2015-04-18 18:36:00,Compact,-1.0,Yes,16.39
9169,465000,57.2,225001.0,Maruti Suzuki Swift Dzire Zdi,36.0,Uttar Pradesh,Barabanki,2015-04-18 18:53:00,Mid-Size,-1.0,Yes,16.43
9171,140000,51.12,226011.0,Tata Indigo Ecs Vx Cr4 Bs-Iv,30.0,Uttar Pradesh,Lucknow,2015-04-20 14:25:00,Mid-Size,-1.0,Yes,18.15
9172,300000,38.83,226019.0,Hyundai Eon D-Lite,24.0,Uttar Pradesh,Lucknow,2015-04-20 16:00:00,Compact,814.0,No,20.8
9173,260000,42.11,226003.0,Honda City Vx Diesel,36.0,Uttar Pradesh,Lucknow,2015-04-21 17:55:00,Mid-Size,542.0,No,18.4
9174,270000,47.9,227105.0,Hyundai Eon Era +,60.0,Uttar Pradesh,Lucknow,2015-04-21 18:17:00,Compact,-1.0,No,22.1
9175,350000,31.5,226010.0,Toyota Etios Gd Sp*,60.0,Uttar Pradesh,Lucknow,2015-04-22 13:39:00,Mid-Size,800.0,No,23.9
9176,300000,30.8,226005.0,Ford Figo Duratorq Diesel Lxi 1.4,36.0,Uttar Pradesh,Lucknow,2015-04-23 14:05:00,Compact,784.0,No,26.0
9178,200000,61.75,226004.0,Hyundai Grand I10 Magna 1.1 Crdi,25.0,Uttar Pradesh,Lucknow,2015-04-24 12:29:00,Compact,-1.0,No,18.2
9179,543000,30.83,226021.0,Mahindra Xylo H4 Abs Bs Iv,48.0,Uttar Pradesh,Lucknow,2015-04-27 12:38:00,MUV,691.0,No,15.6
9180,250000,28.25,226022.0,Nissan Micra Xl (O),60.0,Uttar Pradesh,Lucknow,2015-04-27 15:41:00,Compact,-1.0,No,15.1
9182,325000,27.33,226003.0,Mahindra Scorpio Ex,36.0,Uttar Pradesh,Lucknow,2015-04-27 19:15:00,MUV,815.0,No,17.1
9183,500000,38.1,226016.0,Toyota Innova 2013 2.5 Gx 7 Str Bs-Iv,48.0,Uttar Pradesh,Lucknow,2015-04-28 17:28:00,Mid-Size,758.0,No,14.9
9184,337000,38.83,226024.0,Chevrolet Spark Ls 1.0 Bs-Iv Obdii,24.0,Uttar Pradesh,Lucknow,2015-05-02 12:31:00,Compact,808.0,No,23.2
9185,175000,28.6,225003.0,Maruti Suzuki Estilo Vxi Abs Bs-Iv,60.0,Uttar Pradesh,Barabanki,2015-05-02 12:56:00,Compact,-1.0,No,23.0
9186,435000,30.42,226024.0,Mahindra Xylo H4 Abs Bs Iv,48.0,Uttar Pradesh,Lucknow,2015-05-02 15:08:00,MUV,791.0,No,13.5
9187,550000,33.4,226003.0,Tata Safari Storme 2.2 Ex 4X2,36.0,Uttar Pradesh,Lucknow,2015-05-02 16:39:00,MUV,-1.0,No,23.0
9189,325000,37.25,226022.0,Tata Indigo Ecs Gls Emax,48.0,Uttar Pradesh,Lucknow,2015-05-05 18:42:00,Mid-Size,734.0,No,21.1
9190,110000,36.58,226007.0,Chevrolet Enjoy 1.4 Ltz 7 Str,14.0,Uttar Pradesh,Lucknow,2015-05-06 11:26:00,MUV,816.0,No,18.1
9191,1500000,35.4,226019.0,Toyota Fortuner 4X2 Mt,60.0,Uttar Pradesh,Lucknow,2015-05-08 19:10:00,SUV,765.0,No,25.6
9192,526000,34.6,226010.0,Toyota Innova 2013 2.5 Gx 7 Str Bs-Iv,36.0,Uttar Pradesh,Lucknow,2015-05-09 13:59:00,Mid-Size,741.0,No,19.0
9193,450000,42.7,226005.0,Maruti Suzuki Wagon R 1.0 Lxi Cng,60.0,Uttar Pradesh,Lucknow,2015-05-11 13:47:00,Compact,652.0,No,19.4
9195,388122,30.67,226005.0,Maruti Suzuki Wagon R 1.0 Lxi Cng,48.0,Uttar Pradesh,Lucknow,2015-05-12 10:59:00,Compact,789.0,No,17.0
9196,500000,41.42,226005.0,Toyota Innova 2013 2.5 Ev Ps 8 Str Bs-Iv,36.0,Uttar Pradesh,Lucknow,2015-05-13 11:03:00,Mid-Size,765.0,No,18.8
9197,600000,58.0,226010.0,Honda City E,48.0,Uttar Pradesh,Lucknow,2015-05-13 17:26:00,Mid-Size,586.0,No,26.1
9199,200000,52.92,226016.0,Tata Manza Ls Quadrajet,36.0,Uttar Pradesh,Lucknow,2015-05-13 17:47:00,Mid-Size,852.0,No,24.2
9200,250000,24.33,226010.0,Tata Indigo Ecs Gls Emax,36.0,Uttar Pradesh,Lucknow,2015-05-13 18:49:00,Mid-Size,-1.0,No,17.3
9201,200000,31.3,226010.0,Tata Indigo Ecs Vx Cr4 Bs-Iv,48.0,Uttar Pradesh,Lucknow,2015-05-14 15:27:00,Mid-Size,763.0,No,23.7
9202,315000,42.83,226003.0,Hyundai Grand I10 Asta 1.1 Crdi,36.0,Uttar Pradesh,Lucknow,2015-05-14 16:06:00,Compact,800.0,No,12.0
9203,100000,32.4,226023.0,Maruti Suzuki Swift Lxi,36.0,Uttar Pradesh,Lucknow,2015-05-15 12:03:00,Compact,799.0,No,14.5
9205,100000,33.7,226001.0,Hyundai I10 Sportz 1.1 Lpg,24.0,Uttar Pradesh,Lucknow,2015-05-18 13:05:00,Compact,629.0,No,13.4
9206,200000,30.9,226016.0,Tata Indigo Ecs Gls Emax,48.0,Uttar Pradesh,Lucknow,2015-05-18 18:21:00,Mid-Size,780.0,No,11.6
9207,360000,26.1,226003.0,Toyota Innova 2013 2.5 Gx 7 Str Bs-Iii,36.0,Uttar Pradesh,Lucknow,2015-05-18 19:32:00,Mid-Size,801.0,No,15.6
9209,600000,45.08,226003.0,Hyundai Verna Fluidic 1.6 Crdi Sx At,60.0,Uttar Pradesh,Lucknow,2015-05-19 11:47:00,Mid-Size,-1.0,No,21.7
9210,600000,56.1,226007.0,Toyota Innova 2013 2.5 Gx 7 Str Bs-Iv,36.0,Uttar Pradesh,Lucknow,2015-05-19 12:31:00,Mid-Size,829.0,No,14.4
9211,250000,28.5,226005.0,Ford Figo Duratorq Diesel Zxi 1.4,36.0,Uttar Pradesh,Lucknow,2015-05-19 12:47:00,Compact,818.0,No,15.3
9213,125000,26.83,226022.0,Tata Nano Lx,60.0,Uttar Pradesh,Lucknow,2015-05-19 15:58:00,Mini,-1.0,No,12.4
9214,600000,34.12,226012.0,Toyota Innova 2013 2.5 Gx 7 Str Bs-Iii,36.0,Uttar Pradesh,Lucknow,2015-05-19 16:08:00,Mid-Size,803.0,No,12.2
9215,273000,42.33,226016.0,Maruti Suzuki Wagon R 1.0 Lxi Cng,24.0,Uttar Pradesh,Lucknow,2015-05-19 16:18:00,Compact,777.0,No,18.1
9216,850000,35.12,226021.0,Tata Safari Storme 2.2 Vx 4X4,60.0,Uttar Pradesh,Lucknow,2015-05-19 19:04:00,MUV,720.0,No,17.5
9218,975000,50.25,226002.0,Toyota Corolla Altis J Diesel,60.0,Uttar Pradesh,Lucknow,2015-05-20 11:59:00,Executive,562.0,No,15.8
9219,550000,38.58,226005.0,Chevrolet Cruze Ltz,36.0,Uttar Pradesh,Lucknow,2015-05-20 13:59:00,Executive,744.0,No,16.7
9222,606000,75.4,226001.0,Toyota Innova 2013 2.5 Gx 8 Str Bs-Iii,24.0,Uttar Pradesh,Lucknow,2015-05-20 16:40:00,Mid-Size,819.0,No,11.6
9223,200000,38.92,226010.0,Tata Indigo Ecs Ls Tdi Bs-Iii,48.0,Uttar Pradesh,Lucknow,2015-05-20 17:26:00,Mid-Size,825.0,No,23.7
9224,650644,38.8,226024.0,Hyundai Verna Fluidic 1.4 Crdi Cx,36.0,Uttar Pradesh,Lucknow,2015-05-20 17:34:00,Mid-Size,745.0,No,23.2
9226,500000,45.75,226016.0,Tata Aria 2014 Pleasure 4X2,36.0,Uttar Pradesh,Lucknow,2015-05-21 19:16:00,SUV,0.0,No,20.1
9228,225000,32.9,226003.0,Chevrolet Beat Lt Diesel,60.0,Uttar Pradesh,Lucknow,2015-05-22 13:48:00,Compact,762.0,No,21.9
9229,300000,35.42,226017.0,Hyundai Santro Xing Gl Plus Lpg,24.0,Uttar Pradesh,Lucknow,2015-05-23 11:59:00,Compact,821.0,No,19.5
9230,250000,40.5,226020.0,Hyundai Eon D-Lite,60.0,Uttar Pradesh,Lucknow,2015-05-23 12:45:00,Compact,756.0,No,25.6
9231,250000,49.58,226005.0,Maruti Suzuki Wagon R 1.0 Lxi Cng,36.0,Uttar Pradesh,Lucknow,2015-05-23 14:42:00,Compact,702.0,No,15.2
9232,900000,42.17,226020.0,Toyota Corolla Altis J Diesel,24.0,Uttar Pradesh,Lucknow,2015-05-26 12:23:00,Executive,830.0,No,16.3
9234,525000,21.08,226022.0,Toyota Innova 2013 2.5 Gx 7 Str Bs-Iv,36.0,Uttar Pradesh,Lucknow,2015-05-27 17:34:00,Mid-Size,-1.0,No,19.4
9236,500000,37.25,226005.0,Tata Indigo Ecs Ls Tdi Bs-Iii,48.0,Uttar Pradesh,Lucknow,2015-05-26 18:12:00,Mid-Size,736.0,No,14.9
9238,450000,29.6,226004.0,Hyundai I20 Magna (O) 1.2,36.0,Uttar Pradesh,Lucknow,2015-05-26 18:53:00,Mid-Size,793.0,No,24.0
9240,300000,28.83,226024.0,Toyota Innova 2013 2.5 Vx 7 Str Bs-Iv,25.0,Uttar Pradesh,Lucknow,2015-05-27 16:21:00,Mid-Size,-1.0,No,15.9
9241,400000,27.3,226024.0,Hyundai Verna Fluidic 1.6 Crdi Sx At,36.0,Uttar Pradesh,Lucknow,2015-05-28 12:48:00,Mid-Size,-1.0,No,22.6
9242,600000,48.11,226016.0,Toyota Innova 2013 2.5 Gx 7 Str Bs-Iv,48.0,Uttar Pradesh,Lucknow,2015-05-29 18:15:00,Mid-Size,778.0,No,25.8
9244,820000,29.1,226011.0,Mahindra Scorpio Vlx 2Wd Bs-Iii,48.0,Uttar Pradesh,Lucknow,2015-05-29 16:44:00,MUV,781.0,No,14.0
9245,410000,26.17,226024.0,Ford Figo Duratorq Diesel Zxi 1.4,60.0,Uttar Pradesh,Lucknow,2015-05-29 21:01:00,Compact,807.0,No,11.8
9246,400000,36.6,226022.0,Mahindra Scorpio Ex,48.0,Uttar Pradesh,Lucknow,2015-05-30 11:50:00,MUV,768.0,No,20.3
9247,200000,53.12,226003.0,Maruti Suzuki Alto 800 Vxi (Airbag),36.0,Uttar Pradesh,Lucknow,2015-05-30 17:52:00,Compact,824.0,No,15.4
9249,230000,30.4,226024.0,Hyundai - Accent,60.0,Uttar Pradesh,Lucknow,2015-06-02 17:19:00,Mid-Size,774.0,No,23.6
9250,700000,26.9,226001.0,Hyundai Verna Fluidic 1.4 Crdi Cx,60.0,Uttar Pradesh,Lucknow,2015-06-03 12:12:00,Mid-Size,772.0,No,14.7
9251,900000,41.4,226017.0,Tata Safari Storme 2.2 Vx 4X2,36.0,Uttar Pradesh,Lucknow,2015-06-03 12:18:00,MUV,784.0,No,17.3
9252,416029,51.0,226004.0,Hyundai Grand I10 Era 1.1 Crdi,24.0,Uttar Pradesh,Lucknow,2015-06-03 14:54:00,Compact,728.0,No,21.1
9253,250000,31.5,226002.0,Tata Indigo Ecs Lx Tdi Bs-Iii,36.0,Uttar Pradesh,Lucknow,2015-06-03 16:34:00,Mid-Size,-1.0,No,22.8
9254,386488,42.25,226016.0,Maruti Suzuki Alto 800 Vxi (Airbag),60.0,Uttar Pradesh,Lucknow,2015-06-04 11:46:00,Compact,810.0,No,15.3
9257,500000,49.08,226010.0,Ford Ecosport Trend 1.5 Tdci,60.0,Uttar Pradesh,Lucknow,2015-06-04 18:19:00,MUV,833.0,No,21.6
9258,1000000,41.17,226003.0,Mercedes-Benz C-Class 220 Blueefficiency,48.0,Uttar Pradesh,Lucknow,2015-06-04 18:33:00,Premium-II,759.0,No,13.8
9260,500000,35.92,226021.0,Ford Ecosport Trend 1.5 Tdci,60.0,Uttar Pradesh,Lucknow,2015-06-05 11:13:00,MUV,823.0,No,14.9
9261,500000,49.08,226010.0,Volkswagen Vento Tsi,60.0,Uttar Pradesh,Lucknow,2015-06-05 12:46:00,Mid-Size,833.0,No,21.3
9262,500000,45.08,226016.0,Toyota Innova 2013 2.5 Gx 7 Str Bs-Iv,36.0,Uttar Pradesh,Lucknow,2015-06-05 18:32:00,Mid-Size,818.0,No,14.1
9264,500000,44.6,226003.0,Mahindra Scorpio Vlx 2Wd Bs-Iii,36.0,Uttar Pradesh,Lucknow,2015-06-05 19:01:00,MUV,795.0,No,17.2
9265,140000,23.1,226008.0,Ford Fiesta Titanium+ Petrol,18.0,Uttar Pradesh,Lucknow,2015-06-08 16:48:00,Mid-Size,-1.0,No,24.1
9266,745000,39.67,226026.0,Ford Fiesta Titanium+ Petrol,36.0,Uttar Pradesh,Lucknow,2015-06-09 15:42:00,Mid-Size,594.0,No,12.4
9267,1000000,45.11,226001.0,Toyota Fortuner 4X2 At,60.0,Uttar Pradesh,Lucknow,2015-06-09 19:25:00,SUV,-1.0,No,12.4
9268,211800,51.17,226010.0,Toyota Innova 2013 2.5 Gx 7 Str Bs-Iv,24.0,Uttar Pradesh,Lucknow,2015-06-10 13:33:00,Mid-Size,801.0,No,19.7
9269,1900000,59.17,226004.0,Toyota Fortuner 4X2 Mt,48.0,Uttar Pradesh,Lucknow,2015-06-10 14:32:00,SUV,690.0,No,14.0
9270,625000,26.75,226001.0,Hyundai Verna Fluidic 1.6 Crdi Sx At,36.0,Uttar Pradesh,Lucknow,2015-06-10 15:48:00,Mid-Size,772.0,No,25.2
9271,550000,26.58,273164.0,Toyota Innova 2013 2.5 Gx 7 Str Bs-Iv,48.0,Uttar Pradesh,Lucknow,2015-06-10 16:51:00,Mid-Size,772.0,No,17.4
9273,300000,22.92,226024.0,Ford Figo Duratec Petrol Titanium 1.2,48.0,Uttar Pradesh,Lucknow,2015-06-11 18:01:00,Compact,-1.0,No,15.4
9274,590000,53.75,226001.0,Hyundai Verna Fluidic 1.4 Crdi Cx,60.0,Uttar Pradesh,Lucknow,2015-06-12 16:10:00,Mid-Size,691.0,No,26.4
9275,800000,36.42,226005.0,Mahindra Scorpio Vlx 2Wd Bs-Iii,60.0,Uttar Pradesh,Lucknow,2015-06-12 19:50:00,MUV,752.0,No,16.0
9278,500000,30.08,226003.0,Toyota Innova 2013 2.5 Gx 7 Str Bs-Iv,36.0,Uttar Pradesh,Lucknow,2015-06-12 19:56:00,Mid-Size,749.0,No,12.0
9279,448000,37.8,226017.0,Ford Figo Duratorq Diesel Zxi 1.4,36.0,Uttar Pradesh,Lucknow,2015-06-13 18:10:00,Compact,765.0,No,24.9
9280,207000,22.92,226018.0,Tata Indigo Ecs Vx Cr4 Bs-Iv,60.0,Uttar Pradesh,Lucknow,2015-06-15 12:53:00,Mid-Size,802.0,No,16.4
9282,150000,46.11,226010.0,Tata Indica Vista Lx Tdi Bs-Iii,36.0,Uttar Pradesh,Lucknow,2015-06-15 13:23:00,Compact,634.0,No,25.1
9283,177000,27.92,226016.0,Honda Amaze 1.5 Vxmt I-Dtec,24.0,Uttar Pradesh,Lucknow,2015-06-15 14:24:00,Mid-Size,742.0,No,18.5
9284,420000,31.1,226010.0,Hyundai Verna Fluidic 1.4 Crdi Cx,48.0,Uttar Pradesh,Lucknow,2015-06-17 11:41:00,Mid-Size,729.0,No,21.2
9285,400000,50.1,226004.0,Mahindra Bolero Zlx Bs Iii,24.0,Uttar Pradesh,Lucknow,2015-06-17 15:51:00,MUV,-1.0,No,11.5
9286,300000,44.08,226017.0,Toyota Etios Liva Gd Sp*,24.0,Uttar Pradesh,Lucknow,2015-06-17 17:20:00,Compact,821.0,No,16.8
9287,300000,55.42,226004.0,Honda City Vx Diesel,48.0,Uttar Pradesh,Lucknow,2015-06-17 19:16:00,Mid-Size,802.0,No,21.6
9288,550000,47.08,226012.0,Toyota Innova 2.5 G 7 Str Bs-Iv,48.0,Uttar Pradesh,Lucknow,2015-06-18 18:30:00,Mid-Size,801.0,No,13.6
9289,240000,35.92,225001.0,Hyundai Santro Xing Gls (Cng),36.0,Uttar Pradesh,Barabanki,2015-06-19 19:46:00,Compact,751.0,No,15.1
9290,150000,44.92,225414.0,Hyundai I10 Magna 1.1 Lpg,36.0,Uttar Pradesh,Barabanki,2015-06-20 11:49:00,Compact,-1.0,No,25.5
9291,200000,64.1,226003.0,Hyundai Eon Era +,36.0,Uttar Pradesh,Lucknow,2015-06-20 12:01:00,Compact,538.0,No,26.5
9292,500000,31.12,226019.0,Maruti Suzuki Swift Zdi,60.0,Uttar Pradesh,Lucknow,2015-06-20 15:16:00,Compact,802.0,No,21.6
9294,269000,71.67,226001.0,Volkswagen Vento Tsi,36.0,Uttar Pradesh,Lucknow,2015-06-20 18:34:00,Mid-Size,798.0,No,15.6
9296,600000,47.5,226010.0,Mahindra Xylo D2 Bs-Iv,36.0,Uttar Pradesh,Lucknow,2015-06-22 13:37:00,MUV,387.0,No,19.5
9297,410000,54.0,226024.0,Mahindra Bolero Zlx Bs Iii,36.0,Uttar Pradesh,Lucknow,2015-06-22 14:09:00,MUV,782.0,No,15.6
9298,265000,27.0,226003.0,Honda City Vx Diesel,36.0,Uttar Pradesh,Lucknow,2015-06-22 16:52:00,Mid-Size,-1.0,No,26.4
9299,520000,30.58,226001.0,Tata Safari Storme 2.2 Ex 4X2,36.0,Uttar Pradesh,Lucknow,2015-06-23 10:27:00,MUV,815.0,No,13.5
9300,431977,45.83,226016.0,Hyundai Santro Xing Gls (Cng),60.0,Uttar Pradesh,Lucknow,2015-06-23 13:13:00,Compact,730.0,No,20.7
9302,513000,43.33,226024.0,Maruti Suzuki Ritz Vxi Bs-Iv,36.0,Uttar Pradesh,Lucknow,2015-06-23 17:17:00,Compact,744.0,No,13.7
9303,675000,28.42,226008.0,Renault Duster Rxl Petrol,48.0,Uttar Pradesh,Lucknow,2015-06-24 14:42:00,SUV,0.0,No,11.9
9304,550000,28.42,226001.0,Mahindra Scorpio Vlx 2Wd Bs-Iii,36.0,Uttar Pradesh,Lucknow,2015-06-25 11:46:00,MUV,-1.0,No,13.8
9305,1650000,34.0,226018.0,Toyota Innova 2013 2.5 Ev Ps 8 Str Bs-Iv,60.0,Uttar Pradesh,Lucknow,2015-06-26 12:33:00,Mid-Size,817.0,No,17.1
9306,300000,46.9,226010.0,Tata Safari Storme 2.2 Vx 4X4,25.0,Uttar Pradesh,Lucknow,2015-06-26 13:17:00,MUV,801.0,No,13.8
9308,150000,22.92,226003.0,Volkswagen Polo Trendline 1.2L (P),36.0,Uttar Pradesh,Lucknow,2015-06-28 16:31:00,Compact,690.0,No,15.7
9309,300000,32.5,226008.0,Ford Figo Duratorq Diesel Zxi 1.4,60.0,Uttar Pradesh,Lucknow,2015-06-28 18:51:00,Compact,720.0,No,15.9
9310,300000,25.58,226006.0,Ford Figo Duratorq Diesel Zxi 1.4,60.0,Uttar Pradesh,Lucknow,2015-06-29 12:32:00,Compact,-1.0,No,24.3
9319,315000,30.0,160055.0,Ford Figo Zxi 1.4,24.0,Punjab,Mohali,2013-01-24 12:24:00,Compact,763.0,Yes,13.95
9327,260000,36.0,140020.0,Ford Figo Zxi 1.4,36.0,Punjab,Naya Nangal,2013-02-13 12:00:00,Mid-Size,779.0,Yes,17.89
9335,440000,30.0,160002.0,Hyundai I 20 Asta,60.0,Chandigarh,Chandigarh,2013-03-01 13:52:00,Mid-Size,-1.0,Yes,17.66
9340,288000,34.75,140101.0,Ford Figo Zxi 1.4,36.0,Punjab,Mohali,2013-03-15 16:26:00,Compact,841.0,Yes,14.19
9349,250000,36.17,160047.0,Ford - Ford Figo 1.2 Lxi,36.0,Chandigarh,Chandigarh,2013-04-17 19:17:00,Compact,801.0,No,17.2
9350,125000,30.0,133001.0,Hyundai I 20 Asta,36.0,Haryana,Aasulkar,2013-04-10 12:44:00,Mid-Size,690.0,Yes,15.31
9353,1300000,39.17,134109.0,Mahindra - Xuv 500 W8 Fwd,60.0,Haryana,Panchkula,2013-04-24 10:45:00,SUV,551.0,No,18.8
9354,200000,36.75,134109.0,Ford - Ford Fiesta Global,36.0,Haryana,Panchkula,2013-04-24 14:54:00,Mid-Size,-1.0,Yes,17.68
9355,228000,51.25,160001.0,Maruti - Swift Vdi,24.0,Chandigarh,Chandigarh,2013-04-24 16:13:00,Compact,798.0,Yes,15.18
9357,389000,48.08,160021.0,Ford - Ford Figo 1.2 Lxi,36.0,Haryana,Panchkula,2013-04-24 16:31:00,Compact,552.0,No,12.4
9358,550000,52.42,160040.0,Honda - City Exi Mt,36.0,Chandigarh,Chandigarh,2013-04-24 18:15:00,Mid-Size,824.0,Yes,15.31
9359,377000,28.83,160009.0,Tata Motors - Indigo Manza Aura,60.0,Punjab,Mohali,2013-04-25 15:17:00,Mid-Size,728.0,No,12.0
9360,350000,35.17,134109.0,Volkswagan - Volkswagen Polo,48.0,Haryana,Panchkula,2013-04-26 18:40:00,Compact,-1.0,No,24.8
9362,800000,34.58,171001.0,Chevrolet - Cruze,36.0,Himachal Pradesh,Shimla,2013-04-27 17:37:00,Executive,734.0,No,21.9
9363,2000000,55.25,140007.0,Mercedez Benz - Merc Benz S Class,36.0,Punjab,Mohali,2013-04-29 21:22:00,Premium-II,825.0,Yes,16.25
9364,275000,31.67,135001.0,Hyundai - Accent,36.0,Haryana,Jagadhri,2013-04-30 11:47:00,Mid-Size,787.0,Yes,15.05
9365,386000,47.58,134112.0,Maruti - Swift Dzire Vdi,48.0,Haryana,Panchkula,2013-05-04 13:36:00,Mid-Size,783.0,Yes,15.16
9367,7500000,67.17,160047.0,Audi - Audi A8,60.0,Chandigarh,Chandigarh,2013-05-04 13:05:00,Premium-II,649.0,No,13.8
9368,135000,42.08,160036.0,Ford - Ford Fiesta Global,36.0,Chandigarh,Chandigarh,2013-05-11 15:44:00,Mid-Size,827.0,Yes,17.52
9369,4600000,41.08,140901.0,Bmw - Bmw 7 Series,36.0,Punjab,Mohali,2013-05-21 19:51:00,Premium-II,766.0,Yes,16.21
9371,1500000,41.5,140901.0,Volkswagan - T1,36.0,Punjab,Mohali,2013-05-23 11:31:00,Premium-I,809.0,Yes,16.21
9372,550000,36.83,160062.0,Mahindra - Scorpio,60.0,Punjab,Mohali,2013-05-24 15:25:00,MUV,-1.0,No,20.9
9373,835000,53.33,160038.0,Hyundai - Verna,36.0,Chandigarh,Chandigarh,2013-05-25 11:22:00,Mid-Size,820.0,Yes,13.91
9374,200000,30.83,140108.0,Mahindra - Logan Dlx 1.5 Dci,36.0,Punjab,Mohali,2013-05-25 15:17:00,Mid-Size,-1.0,Yes,17.9
9376,189700,54.92,160022.0,Chevrolet - Spark 1.0 Lt,36.0,Chandigarh,Chandigarh,2013-05-30 15:36:00,Compact,871.0,No,14.3
9377,2500000,39.25,160027.0,Mercedez Benz - Mercedes Benz,60.0,Chandigarh,Chandigarh,2013-06-06 14:01:00,Premium-II,0.0,No,18.6
